Compagnie,Numéro de vol,Lieu de départ IATA,Lieu d'arrivée IATA,Aircraft Code IATA,Opérationnel,Date départ UTC,Date départ LT,Date arrivée UTC,Date arrivée LT,Heure départ (en min UTC),Heure départ (en min LT),Heure arrivée (en min UTC),Heure arrivée (en min LT)
LH,7574,EWR,RIC,CR5,False,19JUN23,18JUN23,19JUN23,18JUN23,15,1215,119,1319
LH,7575,MLI,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,955,655,1019,719
LH,7576,PIT,EWR,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1344,1104,5,1205
LH,7577,ROC,IAD,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1435,1195,73,1273
LH,7578,EWR,IND,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1259,1019,1398,1158
LH,7579,ROC,IAD,ERJ,False,19JUN23,19JUN23,19JUN23,19JUN23,855,615,933,693
LH,7580,EWR,CMH,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1194,954,1309,1069
LH,7581,RIC,IAD,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1410,1170,30,1230
LH,7582,DEN,FRA,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1300,940,440,560
LH,7584,IND,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1332,1092,30,1230
LH,7585,EWR,PBI,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1412,1172,149,1349
LH,7586,FRA,DEN,787,False,19JUN23,19JUN23,19JUN23,19JUN23,560,680,1170,810
LH,7587,SMF,DEN,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1075,655,1220,860
LH,7588,EWR,RDU,7M8,False,19JUN23,18JUN23,19JUN23,18JUN23,110,1310,223,1423
LH,7589,EWR,ROC,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1210,970,1301,1061
LH,7590,LAX,SYD,787,False,19JUN23,18JUN23,19JUN23,18JUN23,345,1365,1255,415
LH,7591,SYD,LAX,787,False,19JUN23,20JUN23,19JUN23,20JUN23,1410,570,785,365
LH,7592,ORD,TUL,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,65,1205,184,1324
LH,7593,ORF,IAD,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,866,626,932,692
LH,7596,PIT,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1150,910,1242,1002
LH,7597,RIC,IAD,ERJ,False,19JUN23,19JUN23,19JUN23,19JUN23,850,610,907,667
LH,7598,ATL,IAD,739,False,19JUN23,19JUN23,19JUN23,19JUN23,811,571,919,679
LH,7599,TAM,IAH,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,805,445,913,613
LH,7600,IAH,FRA,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1405,1105,555,675
LH,7601,FRA,IAH,777,False,19JUN23,19JUN23,19JUN23,19JUN23,715,835,1370,1070
LH,7602,EWR,FRA,77W,False,19JUN23,19JUN23,19JUN23,19JUN23,1415,1175,430,550
LH,7603,FRA,EWR,77W,False,19JUN23,19JUN23,19JUN23,19JUN23,550,670,1065,825
LH,7604,ORD,GRR,320,False,19JUN23,18JUN23,19JUN23,18JUN23,165,1305,224,1424
LH,7605,LIT,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,982,682,1106,806
LH,7606,EWR,BER,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1305,1065,350,470
LH,7607,BER,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,470,590,1010,770
LH,7608,EWR,MUC,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1285,1045,335,455
LH,7609,MUC,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,455,575,1005,765
LH,7610,ORD,MSP,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1158,858,1248,948
LH,7611,BUF,IAD,ERJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1437,1197,75,1275
LH,7613,DEN,MUC,787,False,19JUN23,18JUN23,19JUN23,18JUN23,140,1220,725,845
LH,7614,EWR,MXP,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1400,1160,430,550
LH,7615,MXP,EWR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,565,685,1095,855
LH,7616,EWR,FCO,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1290,1050,345,465
LH,7617,FCO,EWR,787,False,19JUN23,19JUN23,19JUN23,19JUN23,540,660,1105,865
LH,7618,IAD,AMS,764,False,19JUN23,19JUN23,19JUN23,19JUN23,1300,1060,335,455
LH,7619,AMS,IAD,764,False,19JUN23,19JUN23,19JUN23,19JUN23,600,720,1120,880
LH,7620,IAH,LHR,787,False,19JUN23,18JUN23,19JUN23,18JUN23,85,1225,635,695
LH,7621,LHR,IAH,787,False,19JUN23,19JUN23,19JUN23,19JUN23,760,820,1370,1070
LH,7622,IAH,LHR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1285,985,400,460
LH,7623,LHR,IAH,777,False,19JUN23,19JUN23,19JUN23,19JUN23,575,635,1190,890
LH,7624,EWR,LHR,763,False,19JUN23,18JUN23,19JUN23,18JUN23,60,1260,500,560
LH,7625,LHR,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,660,720,1150,910
LH,7627,LHR,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,540,600,1025,785
LH,7628,EWR,LHR,763,False,19JUN23,18JUN23,19JUN23,18JUN23,120,1320,550,610
LH,7631,LHR,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,720,780,1210,970
LH,7632,EWR,LHR,763,False,19JUN23,18JUN23,19JUN23,18JUN23,0,1200,440,500
LH,7634,DUB,EWR,752,False,19JUN23,19JUN23,19JUN23,19JUN23,755,815,1210,970
LH,7635,EWR,DUB,752,False,19JUN23,18JUN23,19JUN23,18JUN23,105,1305,525,585
LH,7637,ABQ,ORD,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1142,782,1315,1015
LH,7639,SMF,DEN,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,1216,796,1360,1000
LH,7640,IAD,CDG,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1280,1040,295,415
LH,7641,CDG,IAD,777,False,19JUN23,19JUN23,19JUN23,19JUN23,625,745,1125,885
LH,7642,EWR,EDI,752,False,19JUN23,18JUN23,19JUN23,18JUN23,10,1210,425,485
LH,7643,EDI,EWR,752,False,19JUN23,19JUN23,19JUN23,19JUN23,520,580,980,740
LH,7644,GSO,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1392,1152,59,1259
LH,7645,BOI,DEN,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,993,633,1113,753
LH,7646,IND,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1166,926,1300,1060
LH,7647,JAC,DEN,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1168,808,1260,900
LH,7648,ORD,AUS,319,False,19JUN23,18JUN23,19JUN23,18JUN23,66,1206,231,1371
LH,7649,ALB,IAD,ERJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1119,879,1215,975
LH,7650,IAD,ORF,73G,False,19JUN23,18JUN23,19JUN23,18JUN23,125,1325,190,1390
LH,7651,DAY,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1049,809,1129,829
LH,7652,ORD,COS,319,False,19JUN23,18JUN23,19JUN23,18JUN23,55,1195,219,1299
LH,7653,RIC,EWR,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1170,930,1259,1019
LH,7654,EWR,RIC,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1365,1125,29,1229
LH,7655,ABQ,DEN,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1174,814,1260,900
LH,7656,DEN,SAN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1308,948,10,1030
LH,7657,LIT,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1211,911,1330,1030
LH,7658,EWR,STL,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1259,1019,1422,1122
LH,7659,STL,EWR,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1352,1052,59,1259
LH,7660,MUC,DEN,787,False,19JUN23,19JUN23,19JUN23,19JUN23,845,965,35,1115
LH,7661,STL,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1040,740,1200,960
LH,7662,EWR,STL,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1414,1174,142,1282
LH,7663,EWR,CHS,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1242,1002,1376,1136
LH,7664,ORD,TYS,CR7,False,19JUN23,19JUN23,19JUN23,19JUN23,1145,845,1248,1008
LH,7665,AUS,IAD,7M8,False,19JUN23,19JUN23,19JUN23,19JUN23,1008,708,1202,962
LH,7666,LHR,BOS,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1020,1080,40,1240
LH,7667,PIA,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,949,649,1014,714
LH,7668,ORD,JAX,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,52,1192,210,1410
LH,7671,RDU,EWR,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1348,1108,10,1210
LH,7672,ROC,EWR,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1214,974,1295,1055
LH,7673,LHR,DEN,787,False,19JUN23,19JUN23,19JUN23,19JUN23,830,890,1410,1050
LH,7674,GSP,EWR,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1338,1098,30,1230
LH,7675,MKE,EWR,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1366,1066,64,1264
LH,7676,ORD,GRR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1251,951,1315,1075
LH,7677,MSY,ORD,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1272,972,1427,1127
LH,7679,DAY,ORD,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1356,1116,1435,1135
LH,7680,SYR,EWR,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1173,933,1260,1020
LH,7681,GEG,SFO,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1225,805,1360,940
LH,7682,TPA,EWR,320,False,19JUN23,19JUN23,19JUN23,19JUN23,863,623,1032,792
LH,7683,ROA,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1304,1064,1426,1126
LH,7684,ORD,ICT,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,74,1214,193,1333
LH,7685,AUS,ORD,738,False,19JUN23,19JUN23,19JUN23,19JUN23,875,575,1045,745
LH,7686,ORD,ANC,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,1268,968,228,1188
LH,7687,PIT,IAD,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1132,892,1200,960
LH,7688,DEN,SAT,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1405,1045,104,1244
LH,7689,MCI,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1011,711,1195,955
LH,7690,SFO,PDX,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1417,997,85,1105
LH,7691,COS,ORD,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1041,681,1191,891
LH,7692,EWR,MCI,73G,False,19JUN23,18JUN23,19JUN23,18JUN23,58,1258,246,1386
LH,7694,IAH,TAM,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1399,1099,63,1143
LH,7696,IAH,SJU,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1402,1102,228,1428
LH,7697,SJU,IAH,739,False,19JUN23,19JUN23,19JUN23,19JUN23,660,420,948,648
LH,7699,BUF,IAD,ERJ,False,19JUN23,19JUN23,19JUN23,19JUN23,869,629,945,705
LH,7700,TPA,EWR,7M8,False,19JUN23,19JUN23,19JUN23,19JUN23,1150,910,1325,1085
LH,7701,SAT,IAD,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,730,430,940,700
LH,7703,PBI,EWR,7M8,False,19JUN23,19JUN23,19JUN23,19JUN23,962,722,1136,896
LH,7705,LNK,ORD,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,984,684,1095,795
LH,7709,MSY,EWR,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,942,642,1130,890
LH,7712,ORD,MSN,738,False,19JUN23,18JUN23,19JUN23,18JUN23,90,1230,149,1289
LH,7713,RNO,DEN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1084,664,1221,861
LH,7714,DEN,SNA,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1332,972,38,1058
LH,7715,SAT,DEN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1064,764,1203,843
LH,7718,EWR,RIC,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1229,989,1332,1092
LH,7720,EWR,BNA,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1380,1140,90,1230
LH,7721,ICT,DEN,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1114,814,1216,856
LH,7722,IAD,RIC,CR5,False,19JUN23,18JUN23,19JUN23,18JUN23,120,1320,177,1377
LH,7723,TUL,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1395,1095,81,1221
LH,7724,ORD,OKC,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,35,1175,177,1317
LH,7727,AUS,DEN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1183,883,1331,971
LH,7728,EWR,MSP,73G,False,19JUN23,18JUN23,19JUN23,18JUN23,105,1305,284,1424
LH,7729,MSP,EWR,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1130,830,1295,1055
LH,7730,JAX,EWR,7M8,False,19JUN23,19JUN23,19JUN23,19JUN23,926,686,1069,829
LH,7731,EWR,ORF,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1169,929,1263,1023
LH,7732,ALB,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,998,758,1085,845
LH,7733,EWR,GRR,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,29,1229,167,1367
LH,7734,EWR,VCE,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1375,1135,425,545
LH,7735,ORF,EWR,7M8,False,19JUN23,19JUN23,19JUN23,19JUN23,1202,962,1295,1055
LH,7736,ORD,IND,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1137,837,1209,969
LH,7737,ORF,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1343,1103,7,1207
LH,7738,ORD,LEX,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,61,1201,145,1345
LH,7741,CLE,IAD,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,1421,1181,55,1255
LH,7743,FLL,EWR,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1289,1049,41,1241
LH,7744,EWR,FLL,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,1410,1170,161,1361
LH,7745,FLL,EWR,7M8,False,19JUN23,19JUN23,19JUN23,19JUN23,972,732,1160,920
LH,7747,CLE,ORD,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1343,1103,1433,1133
LH,7748,EWR,FLL,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1169,929,1355,1115
LH,7749,FWA,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1262,1022,1330,1030
LH,7750,ORD,STL,CR5,False,19JUN23,18JUN23,19JUN23,18JUN23,43,1183,122,1262
LH,7751,BUF,IAD,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1132,892,1208,968
LH,7752,EWR,TPA,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,1155,915,1328,1088
LH,7753,LHR,EWR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,405,465,860,620
LH,7754,IAD,ROC,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1296,1056,1387,1147
LH,7755,CHS,EWR,7M8,False,19JUN23,19JUN23,19JUN23,19JUN23,1067,827,1187,947
LH,7756,EWR,CHS,738,False,19JUN23,18JUN23,19JUN23,18JUN23,62,1262,193,1393
LH,7757,SNA,DEN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1090,670,1235,875
LH,7758,FLL,EWR,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1162,922,1350,1110
LH,7759,BOI,ORD,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1120,760,1325,1025
LH,7760,BNA,EWR,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1057,757,1200,960
LH,7761,SGF,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1224,924,1330,1030
LH,7763,SAV,EWR,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,1106,866,1235,995
LH,7764,EWR,SAV,739,False,19JUN23,18JUN23,19JUN23,18JUN23,89,1289,228,1428
LH,7765,TYS,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1074,834,1188,888
LH,7766,FCO,ORD,787,False,19JUN23,19JUN23,19JUN23,19JUN23,465,585,1085,785
LH,7767,ORD,FCO,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1250,950,355,475
LH,7768,EWR,LHR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1320,1080,320,380
LH,7770,DUB,ORD,752,False,19JUN23,19JUN23,19JUN23,19JUN23,635,695,1140,840
LH,7771,ORD,DUB,752,False,19JUN23,18JUN23,19JUN23,18JUN23,155,1295,610,670
LH,7772,DEN,LHR,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1410,1050,520,580
LH,7773,SAN,LAX,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1035,615,1102,682
LH,7774,EWR,TPA,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1310,1070,49,1249
LH,7775,CAK,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,986,746,1084,784
LH,7777,GSP,ORD,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,894,654,1018,718
LH,7778,EWR,TPA,319,False,19JUN23,18JUN23,19JUN23,18JUN23,10,1210,191,1391
LH,7779,SJU,EWR,764,False,19JUN23,19JUN23,19JUN23,19JUN23,1059,819,1310,1070
LH,7780,EWR,SJU,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1439,1199,237,1437
LH,7781,MRY,DEN,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1205,785,1360,1000
LH,7782,AUS,EWR,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,997,697,1230,990
LH,7783,SDF,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,913,673,1045,805
LH,7784,EWR,SDF,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,17,1217,159,1359
LH,7785,SFO,ORD,753,False,19JUN23,19JUN23,19JUN23,19JUN23,925,505,1182,882
LH,7786,EWR,IND,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1360,1120,62,1262
LH,7787,ATW,ORD,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1357,1057,1432,1132
LH,7789,SGF,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,979,679,1084,784
LH,7791,ASE,ORD,CR7,False,19JUN23,19JUN23,19JUN23,19JUN23,896,536,1069,769
LH,7792,EWR,RSW,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1259,1019,7,1207
LH,7793,RSW,EWR,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1293,1053,32,1232
LH,7796,IAD,DAY,ERJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1303,1063,1407,1167
LH,7797,LNK,DEN,ERJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1138,838,1245,885
LH,7799,SAT,EWR,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1142,842,1371,1131
LH,7800,GSO,EWR,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1031,791,1141,901
LH,7801,VCE,EWR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,545,665,1100,860
LH,7802,MEM,EWR,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1132,832,1295,1055
LH,7804,EWR,CLE,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,1169,929,1271,1031
LH,7805,CLE,EWR,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1193,953,1284,1044
LH,7806,EWR,CLE,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,1295,1055,1397,1157
LH,7807,CLE,EWR,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,1396,1156,50,1250
LH,7808,EWR,CMH,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,48,1248,174,1374
LH,7809,EWR,GSO,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1222,982,1340,1100
LH,7810,EWR,MEM,320,False,19JUN23,18JUN23,19JUN23,18JUN23,119,1319,292,1432
LH,7811,ORD,MXP,787,False,19JUN23,18JUN23,19JUN23,18JUN23,135,1275,670,790
LH,7812,MXP,ORD,787,False,19JUN23,19JUN23,19JUN23,19JUN23,790,910,1380,1080
LH,7813,LHR,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1020,1080,70,1270
LH,7814,ORD,FWA,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1157,857,1226,986
LH,7816,ORD,DAY,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1235,935,1313,1073
LH,7817,CVG,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1072,832,1202,962
LH,7818,EWR,LHR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,765,525,1180,1240
LH,7819,CAE,ORD,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1287,1047,1429,1129
LH,7820,EWR,CVG,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,67,1267,197,1397
LH,7821,CDG,IAD,777,False,19JUN23,19JUN23,19JUN23,19JUN23,900,1020,1400,1160
LH,7822,ORD,LNK,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,42,1182,143,1283
LH,7825,NAP,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,475,595,1080,840
LH,7826,ALB,EWR,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1272,1032,1348,1108
LH,7827,GRR,ORD,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1362,1122,1430,1130
LH,7828,IAD,ALB,ERJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1270,1030,1375,1135
LH,7829,JAC,ORD,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,810,450,991,691
LH,7831,CAK,ORD,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1335,1095,1429,1129
LH,7832,ORD,MLI,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,65,1205,128,1268
LH,7833,SMF,ORD,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1267,847,73,1213
LH,7834,EWR,CVG,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1249,1009,1383,1143
LH,7836,ORD,IAH,738,False,19JUN23,18JUN23,19JUN23,18JUN23,45,1185,213,1353
LH,7837,FAT,SFO,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1382,962,6,1026
LH,7838,IAD,CDG,777,False,19JUN23,18JUN23,19JUN23,18JUN23,185,1385,635,755
LH,7839,SLC,ORD,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1329,969,85,1225
LH,7842,EWR,JAX,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1199,959,1347,1107
LH,7843,BOS,IAD,7M8,False,19JUN23,19JUN23,19JUN23,19JUN23,813,573,915,675
LH,7845,ROC,EWR,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1084,844,1169,929
LH,7846,EWR,GSP,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1378,1138,68,1268
LH,7847,ROC,EWR,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1351,1111,1,1201
LH,7848,IAD,SAT,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,1303,1063,81,1221
LH,7849,MRY,LAX,CR7,False,19JUN23,19JUN23,19JUN23,19JUN23,1046,626,1133,713
LH,7850,SFO,PSP,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1403,983,53,1073
LH,7851,SLC,SFO,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1368,1008,50,1070
LH,7852,LAX,FAT,CR7,False,19JUN23,18JUN23,19JUN23,18JUN23,118,1138,188,1208
LH,7853,LAS,SFO,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1392,972,50,1070
LH,7854,ORD,PHX,739,False,19JUN23,18JUN23,19JUN23,18JUN23,60,1200,289,1309
LH,7855,AUS,DEN,320,False,19JUN23,19JUN23,19JUN23,19JUN23,983,683,1114,754
LH,7856,ORD,MKE,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1280,980,1333,1033
LH,7857,RIC,IAD,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1095,855,1151,911
LH,7858,LAX,KOA,7M9,False,19JUN23,18JUN23,19JUN23,18JUN23,29,1049,366,1206
LH,7859,LIH,SFO,738,False,19JUN23,18JUN23,19JUN23,18JUN23,510,1350,821,401
LH,7860,LAX,OGG,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,1435,1015,341,1181
LH,7861,AUS,ORD,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1348,1048,79,1219
LH,7863,BUF,EWR,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1272,1032,1365,1125
LH,7864,ORD,MSP,738,False,19JUN23,18JUN23,19JUN23,18JUN23,158,1298,247,1387
LH,7865,COS,DEN,ERJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1299,939,1360,1000
LH,7866,ORD,LIT,CRJ,False,19JUN23,18JUN23,19JUN23,18JUN23,36,1176,158,1298
LH,7867,SYR,IAD,CR5,False,19JUN23,19JUN23,19JUN23,19JUN23,1138,898,1213,973
LH,7868,SFO,GEG,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1393,973,88,1108
LH,7869,BUF,EWR,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1396,1156,50,1250
LH,7870,EWR,PIT,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1289,1049,1383,1143
LH,7871,SFO,ORD,753,False,19JUN23,19JUN23,19JUN23,19JUN23,1195,775,15,1155
LH,7872,ORD,DAY,CRJ,False,19JUN23,18JUN23,19JUN23,18JUN23,130,1270,211,1411
LH,7873,CLT,IAD,7M8,False,19JUN23,19JUN23,19JUN23,19JUN23,868,628,950,710
LH,7874,ORD,GRB,CRJ,False,19JUN23,19JUN23,19JUN23,19JUN23,1235,935,1298,998
LH,7875,BDL,IAD,E7W,False,19JUN23,19JUN23,19JUN23,19JUN23,1426,1186,73,1273
LH,7877,CMH,EWR,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1172,932,1290,1050
LH,7878,ORD,PHX,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1265,965,56,1076
LH,7879,FLL,IAD,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,785,545,937,697
LH,7880,EWR,LAX,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1380,1140,288,1308
LH,7881,LAX,EWR,752,False,19JUN23,19JUN23,19JUN23,19JUN23,870,450,1201,961
LH,7882,ORD,MKE,E7W,False,19JUN23,18JUN23,19JUN23,18JUN23,70,1210,122,1262
LH,7885,EWR,SDF,E70,False,19JUN23,19JUN23,19JUN23,19JUN23,1227,987,1372,1132
LH,7886,EWR,SFO,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1350,1110,278,1298
